Index,Description
1255,This is a T1 weighted image of a brain with a meningioma tumor.
1256,This is a T1 weighted image of a brain with a meningioma tumor.
1257,This is a T1 weighted image of a brain with a meningioma tumor.
1258,This is a T1 weighted image of a brain with a meningioma tumor.
1259,This is a T2 weighted image of a brain with a meningioma tumor.
1260,This is a T2 weighted image of a brain with a glioma tumor.
1261,This is a T2 weighted image of a brain with a glioma tumor.
1262,This is a T2 weighted image of a brain with a meningioma tumor.
1263,This is a T2 weighted image of a brain with a glioma tumor.
1264,This is a T2 weighted image of a brain with a meningioma tumor.
1265,This is a T2 weighted image of a brain with a meningioma tumor.
1266,This is a T2 weighted image of a brain with a meningioma tumor.
1267,This is a T2 weighted image of a brain with a meningioma tumor.
1268,This is a T1 weighted image of a brain with a tumor.
1269,This is a T1 weighted image of a brain with a tumor.
1270,This is a T1 weighted image of a brain with a meningioma tumor.
1271,This is a T2 weighted image of a brain with a tumor.
1272,This is a T2 weighted image of a brain with a tumor.
1273,This is a T1 weighted image of a brain with a tumor.
1274,This is a T1 weighted image of a brain with a tumor.
1275,This is a T1 weighted image of a brain with a glioblastoma tumor.
1276,This is a T2 weighted image of a brain with a tumor.
1277,This is a T2 weighted image of a brain with a tumor.
1278,This is a T1 weighted image of a brain with a glioma tumor.
1279,This is a T1 weighted image of a brain with a tumor.
1280,This is a T1 weighted image of a brain with a glioblastoma multiforme tumor.
1281,This is a T1 weighted image of a brain with a cystic tumor.
1282,This is a T1 weighted image of a brain with a glioblastoma tumor.
1283,This is a T2 weighted image of a brain with a pituitary tumor.
1284,This is a T2 weighted image of a brain with a cystic lesion.
1285,This is a T1 weighted image of a brain with a cystic tumor.
1286,This is a T1 weighted image of a brain with a tumor.
1287,This is a T2 weighted image of a brain with a cystic tumor.
1288,This is a T2 weighted image of a brain with a cystic tumor.
1289,This is a T1 weighted image of a brain with a tumor.
1290,This is a T1 weighted image of a brain with a tumor.
1291,This is a T1 weighted image of a brain with a glioma tumor.
1292,This is a T2 weighted image of a brain with a cystic tumor.
1293,This is a T2 weighted image of a brain with a tumor.
1294,This is a T2 weighted image of a brain with a glioma tumor.
1295,This is a T2 weighted image of a brain with a glioma tumor.
1296,This is a T2 weighted image of a brain with a glioma tumor.
1297,This is a T1 weighted image of a brain with a meningioma tumor.
1298,This is a T1 weighted image of a brain with a meningioma tumor.
1299,This is a T1 weighted image of a brain with a meningioma tumor.
1300,This is a T2 weighted image of a brain with a tumor.
1301,This is a T2 weighted image of a brain with a tumor.
1302,This is a T2 weighted image of a brain with a glioma tumor.
1303,This is a T2 weighted image of a brain with a cystic tumor.
1304,This is a T2 weighted image of a brain with a cystic lesion.
1305,This is a T2 weighted image of a brain with a cystic tumor.
1306,This is a T2 weighted image of a brain with a cystic lesion.
1307,This is a T2 weighted image of a brain with a tumor.
1308,This is a T2 weighted image of a brain with a glioma tumor.
1309,This is a T2 weighted image of a brain with a tumor.
1310,This is a T2 weighted image of a brain with a pituitary tumor.
1311,This is a T1 weighted image of a brain with a meningioma tumor.
1312,This is a T2 weighted image of a brain with a cystic tumor.
1313,This is a T1 weighted image of a brain with a tumor.
1314,This is a T1 weighted image of a brain with a glioma tumor.
1315,This is a T1 weighted image of a brain with a cystic tumor.
1316,This is a T1 weighted image of a brain with a tumor.
1317,This is a T2 weighted image of a brain with a meningioma tumor.
1318,This is a T2 weighted image of a brain with a tumor.
1319,This is a T2 weighted image of a brain with a glioma tumor.
1320,This is a T2 weighted image of a brain with a meningioma tumor.
1321,This is a T1 weighted image of a brain with a glioma tumor.
1322,This is a T1 weighted image of a brain with a glioma tumor.
1323,This is a T1 weighted image of a brain with a glioma tumor.
1324,This is a T1 weighted image of a brain with a glioblastoma tumor.
1325,This is a T2 weighted image of a brain with a glioma tumor.
1326,This is a T2 weighted image of a brain with a glioma tumor.
1327,This is a T2 weighted image of a brain with a glioma tumor.
1328,This is a T1 weighted image of a brain with a cystic tumor.
1329,This is a T2 weighted image of a brain with a cystic tumor.
1330,This is a T1 weighted image of a brain with a tumor.
1331,This is a T2 weighted image of a brain with a cystic tumor.
1332,This is a T1 weighted image of a brain with a tumor.
1333,This is a T2 weighted image of a brain with a meningioma tumor.
1334,This is a T1 weighted image of a brain with a meningioma tumor.
1335,This is a T1 weighted image of a brain with a cystic lesion.
1336,This is a T2 weighted image of a brain with a glioma tumor.
1337,This is a T1 weighted image of a brain with a cystic tumor.
1338,This is a T1 weighted image of a brain with a cystic tumor.
1339,This is a T1 weighted image of a brain with a meningioma tumor.
1340,This is a T2 weighted image of a brain with a cystic tumor.
1341,This is a T1 weighted image of a brain with a tumor.
1342,This is a T2 weighted image of a brain with a glioma tumor.
1343,This is a T2 weighted image of a brain with a glioma tumor.
1344,This is a T1 weighted image of a brain with a glioblastoma tumor.
1345,This is a T1 weighted image of a brain with a glioblastoma tumor.
1346,This is a T1 weighted image of a brain with a tumor.
1347,This is a T2 weighted image of a brain with a glioma tumor.
1348,This is a T1 weighted image of a brain with a tumor.
1349,This is a T1 weighted image of a brain with a tumor.
1350,This is a T1 weighted image of a brain with a meningioma tumor.
1351,This is a T1 weighted image of a brain with a tumor.
1352,This is a T1 weighted image of a brain with a tumor.
1353,This is a T1 weighted image of a brain with a tumor.
1354,This is a T1 weighted image of a brain with a tumor.
1355,This is a T1 weighted image of a brain with a meningioma tumor.
1356,This is a T1 weighted image of a brain with a tumor.
1357,This is a T1 weighted image of a brain with a meningioma tumor.
1358,This is a T2 weighted image of a brain with a meningioma tumor.
1359,This is a T1 weighted image of a brain with a tumor.
1360,This is a T1 weighted image of a brain with a cystic lesion.
1361,This is a T1 weighted image of a brain with a cystic lesion.
1362,This is a T1 weighted image of a brain with a moon-shaped tumor.
1363,This is a T1 weighted image of a brain with a cystic tumor.
1364,This is a T1 weighted image of a brain with a cystic lesion.
1365,This is a T1 weighted image of a brain with a meningioma tumor.
1366,This is a T1 weighted image of a brain with a tumor.
1367,This is a T1 weighted image of a brain with a pituitary tumor.
1368,This is a T1 weighted image of a brain with a tumor.
1369,This is a T2 weighted image of a brain with a glioma tumor.
1370,This is a T1 weighted image of a brain with a tumor.
1371,This is a T1 weighted image of a brain with a tumor.
1372,This is a T1 weighted image of a brain with a meningioma tumor.
1373,This is a T1 weighted image of a brain with a cystic tumor.
1374,This is a T1 weighted image of a brain with a glioblastoma tumor.
1375,This is a T1 weighted image of a brain with a meningioma tumor.
1376,This is a T2 weighted image of a brain with a glioma tumor.
1377,This is a T2 weighted image of a brain with a tumor.
1378,This is a T2 weighted image of a brain with a cystic tumor.
1379,This is a T1 weighted image of a brain with a glioblastoma tumor.
1380,This is a T2 weighted image of a brain with a glioma tumor.
1381,This is a T1 weighted image of a brain with a glioma tumor.
1382,This is a T1 weighted image of a brain with a glioma tumor.
1383,This is a T1 weighted image of a brain with a glioma tumor.
1384,This is a T1 weighted image of a brain with a tumor.
1385,This is a T1 weighted image of a brain with a glioma tumor.
1386,This is a T1 weighted image of a brain with a glioblastoma tumor.
1387,This is a T1 weighted image of a brain with a glioma tumor.
1388,This is a T2 weighted image of a brain with a glioma tumor.
1389,This is a T2 weighted image of a brain with a glioma tumor.
1390,This is a T2 weighted image of a brain with a glioma tumor.
1391,This is a T2 weighted image of a brain with a glioma tumor.
1392,This is a T1 weighted image of a brain with a tumor.
1393,This is a T2 weighted image of a brain with a glioma tumor.
1394,This is a T2 weighted image of a brain with a tumor.
1395,This is a T2 weighted image of a brain with a meningioma tumor.
1396,This is a T2 weighted image of a brain with a meningioma tumor.
1397,This is a T2 weighted image of a brain with a cystic lesion.
1398,This is a T2 weighted image of a brain with a lung tumor.
1399,This is a T2 weighted image of a brain with a meningioma tumor.
1400,This is a T2 weighted image of a brain with a glioma tumor.
1401,This is a T1 weighted image of a brain with a glioma tumor.
1402,This is a T2 weighted image of a brain with a tumor.
1403,This is a T1 weighted image of a brain with a cystic tumor.
1404,This is a T2 weighted image of a brain with a cystic tumor.
1405,This is a T2 weighted image of a brain with a cystic lesion.
1406,This is a T1 weighted image of a brain with a cystic tumor.
1407,This is a T1 weighted image of a brain with a tumor.
1408,This is a T1 weighted image of a brain with a cystic lesion.
1409,This is a T2 weighted image of a brain with a tumor.
1410,This is a T2 weighted image of a brain with a meningioma tumor.
1411,This is a T1 weighted image of a brain with a tumor.
